YEAR,MONTH,BEGIN_LAT,BEGIN_LON,TOR_F_SCALE
2015,9,41.4164,-87.86,1
2015,12,35.3183,-87.577,2
2015,12,35.4563,-87.3303,1
2015,12,35.4844,-87.2797,1
2015,12,36.1016,-85.8869,2
2015,12,35.495,-86.4099,1
2015,12,31.89,-96.81,0
2015,12,32.33,-95.99,0
2015,6,40.9177,-91.48,1
2015,6,39.69,-103.06,0
2015,4,35.2244,-92.6929,1
2015,1,31.5345,-82.4286,1
2015,5,34.9853,-93.1864,1
2015,1,32.0365,-81.2301,1
2015,1,31.304,-85.561,0
2015,1,31.417,-83.395,1
2015,6,46.22,-104.4,0
2015,7,39.0751,-108.1062,1
2015,6,39.6984,-82.6127,0
2015,5,32.4095,-95.619,3
2015,5,32.3032,-99.0133,3
2015,5,39.6351,-98.4373,0
2015,5,39.7484,-97.9644,1
2015,5,39.583,-97.9497,1
2015,5,39.7781,-98.3652,2
2015,5,39.9476,-97.9662,2
2015,5,40.0105,-98.1705,1
2015,5,40.1403,-97.8208,2
2015,4,32.0418,-98.8526,0
2015,4,31.9815,-98.7621,0
2015,5,34.9835,-94.6658,2
2015,5,34.7706,-95.0412,1
2015,5,35.386,-95.1402,1
2015,5,35.487,-95.09,0
2015,5,30.2462,-98.8038,1
2015,5,30.3375,-98.4931,0
2015,4,32.0386,-98.5161,0
2015,5,36.3703,-95.0809,1
2015,5,32.89,-84.71,1
2015,6,39.4075,-81.8288,0
2015,5,40.0021,-97.9231,2
2015,5,35.5965,-88.0689,0
2015,4,42.1926,-88.9548,0
2015,4,42.1334,-88.8776,1
2015,4,35.539,-101.692,0
2015,4,32.0578,-98.3901,0
2015,4,32.2298,-98.1017,0
2015,4,34.1356,-80.1172,0
2015,12,33.9867,-95.2579,1
2015,5,35.5464,-89.297,0
2015,4,42.153,-88.8546,1
2015,4,41.9233,-90.0757,1
2015,4,32.1691,-97.7777,0
2015,4,32.2335,-97.507,0
2015,7,35.1086,-94.9121,1
2015,7,36.0233,-94.765,1
2015,6,38.294,-76.907,0
2015,6,39.2604,-77.465,0
2015,5,33.69,-97.21,0
2015,4,42.202,-88.8465,0
2015,4,39.8248,-98.7839,0
2015,4,41.9302,-90.0568,1
2015,4,32.2267,-97.4381,0
2015,6,38.0842,-89.1512,0
2015,5,32.34,-98.7,0
2015,5,32.3607,-98.2637,0
2015,5,33.1317,-97.1833,1
2015,7,35.986,-94.8854,1
2015,6,38.343,-76.97,1
2015,5,39.51,-94.03,1
2015,5,39.5248,-94.0247,0
2015,4,42.1942,-88.7748,1
2015,4,34.87,-86.83,0
2015,5,32.4493,-101.5473,1
2015,5,33.67,-96.46,1
2015,4,42.3982,-88.5309,1
2015,5,33.2769,-96.9836,0
2015,5,32.48,-96.4,0
2015,5,32.65,-96.33,0
2015,5,40.24,-99.54,0
2015,4,37.66,-84.29,0
2015,4,41.853,-89.2896,1
2015,5,29.9718,-90.2467,1
2015,7,36.2711,-94.5066,1
2015,5,26.1122,-80.1041,0
2015,5,40.13,-99.5501,0
2015,4,37.66,-84.18,1
2015,4,32.6374,-97.5775,0
2015,4,41.8886,-89.2381,4
2015,5,32.4719,-94.3364,1
2015,4,37.9446,-90.7992,1
2015,6,36.6765,-88.519,0
2015,5,40.0027,-97.6615,2
2015,5,40.2767,-97.7467,0
2015,5,29.787,-96.951,1
2015,6,32.92,-102.4372,0
2015,5,31.9874,-97.2682,0
2015,4,42.0947,-88.9392,3
2015,4,42.1529,-88.8869,0
2015,7,43.2866,-71.8285,0
2015,4,32.54,-100.68,0
2015,5,32.3588,-94.3589,1
2015,5,41.7773,-87.8038,0
2015,6,38.8486,-80.1606,1
2015,5,29.099,-98.13,0
2015,5,29.247,-97.874,0
2015,5,33.6231,-100.3362,0
2015,4,30.1247,-83.1807,1
2015,5,30.638,-97.731,1
2015,6,38.7318,-77.5454,0
2015,5,40.013,-97.7821,0
2015,5,40.9107,-98.4406,0
2015,6,37.5354,-88.9318,1
2015,6,37.8798,-88.9586,1
2015,5,34.8785,-95.1722,0
2015,6,38.0737,-88.6727,0
2015,5,38.3539,-93.7857,0
2015,5,38.39,-94.39,1
2015,7,48.15,-99.61,0
2015,6,41.04,-100.69,0
2015,5,39.43,-94.21,0
2015,5,39.14,-94.22,1
2015,5,39.2107,-94.195,2
2015,5,34.6469,-94.8628,1
2015,5,39.6968,-84.1031,1
2015,5,34.552,-95.2235,2
2015,5,34.9734,-94.8709,1
2015,5,36.4201,-95.0057,1
2015,6,37.9801,-88.3744,0
2015,5,29.674,-95.528,0
2015,4,26.7453,-80.6987,0
2015,4,38.1907,-86.6108,1
2015,6,34.5834,-79.1635,1
2015,6,34.2759,-78.1189,0
2015,6,26.9663,-80.0892,0
2015,6,40.9768,-81.4045,1
2015,6,39.3453,-98.492,1
2015,5,45.7648,-95.2127,0
2015,5,45.1615,-95.5148,1
2015,5,31.1183,-102.2376,0
2015,5,33.135,-97.8481,1
2015,5,33.2148,-97.488,1
2015,4,30.0254,-90.2789,1
2015,6,42.9567,-82.8224,0
2015,6,34.5908,-78.9222,1
2015,6,39.334,-98.441,0
2015,5,37.4748,-100.4067,1
2015,5,45.0656,-94.4557,0
2015,5,41.1702,-93.8964,0
2015,4,34.183,-85.7777,0
2015,5,33.2169,-98.1713,0
2015,5,33.7847,-96.8082,0
2015,6,42.1883,-84.0323,1
2015,6,39.1287,-104.128,1
2015,6,39.1213,-104.115,0
2015,6,39.094,-104.0524,0
2015,6,47.416,-104.0449,1
2015,5,37.65,-100.2151,1
2015,5,37.6688,-100.0987,1
2015,5,31.0084,-102.2964,0
2015,5,30.7777,-102.3992,0
2015,5,30.8288,-102.3396,0
2015,5,41.3229,-90.0515,1
2015,5,30.6303,-102.2053,0
2015,5,33.1054,-89.1826,0
2015,5,30.6718,-102.5354,0
2015,5,31.33,-103.3522,0
2015,5,31.2924,-103.3772,0
2015,5,38.6132,-102.5719,0
2015,5,41.2513,-93.982,0
2015,4,37.0324,-85.2456,1
2015,6,42.0995,-94.0213,0
2015,6,42.0014,-93.6102,1
2015,5,45.1012,-95.5275,0
2015,5,45.1035,-95.5103,0
2015,5,30.611,-97.805,1
2015,5,41.5204,-89.4423,1
2015,5,42.2293,-90.7467,1
2015,5,39.04,-103.95,0
2015,5,39.22,-103.84,0
2015,6,45.31,-104.9,0
2015,5,41.3937,-93.9169,1
2015,4,37.1188,-99.1697,0
2015,4,37.1914,-98.9503,0
2015,4,37.2559,-98.8022,0
2015,6,39.3362,-98.5238,1
2015,5,39.2005,-100.6436,0
2015,5,39.4356,-100.615,2
2015,5,29.443,-98.575,1
2015,5,41.2527,-90.9854,2
2015,5,41.4158,-93.8957,1
2015,5,41.5721,-93.988,0
2015,4,39.0208,-99.1678,0
2015,4,39.0184,-99.1133,0
2015,4,39.0223,-99.1092,0
2015,4,38.3064,-101.1266,0
2015,4,38.31,-101.12,0
2015,4,38.3866,-101.0576,0
2015,4,38.436,-100.9783,0
2015,5,32.6779,-98.461,0
2015,5,30.9847,-103.2585,0
2015,6,43.2542,-83.7432,0
2015,6,43.2508,-83.6961,2
2015,5,30.0,-98.38,0
2015,5,45.27,-95.3594,0
2015,5,45.3736,-95.7558,0
2015,5,30.6909,-97.9411,1
2015,6,26.9177,-81.9729,0
2015,5,32.5745,-98.3426,0
2015,5,32.7897,-98.5351,0
2015,5,31.0951,-98.0892,1
2015,4,37.33,-101.44,0
2015,12,32.547,-96.852,3
2015,5,39.7923,-100.607,1
2015,5,33.6867,-103.2955,0
2015,5,38.53,-103.5,0
2015,6,40.51,-95.28,0
2015,6,28.55,-81.75,0
2015,5,31.2435,-97.9362,1
2015,6,42.7452,-91.8142,1
2015,5,45.1438,-95.4475,0
2015,5,39.7415,-86.0771,1
2015,5,40.1198,-100.6635,0
2015,5,39.0595,-101.1764,0
2015,5,33.7764,-96.1403,0
2015,5,31.7534,-96.3357,0
2015,7,41.91,-100.61,0
2015,6,40.1163,-75.8866,1
2015,7,43.8908,-94.6902,0
2015,6,41.7069,-104.5288,0
2015,5,45.0499,-95.7361,1
2015,5,39.8474,-97.0883,0
2015,4,37.2499,-86.35,2
2015,6,38.6101,-96.8087,0
2015,4,40.7891,-77.6795,0
2015,6,40.7395,-76.5476,0
2015,6,40.9242,-76.6444,1
2015,7,40.7887,-76.8679,0
2015,5,33.3708,-104.5708,0
2015,5,41.2,-80.46,0
2015,5,45.3315,-95.3315,0
2015,12,32.4623,-96.909,3
2015,5,35.8918,-75.6749,0
2015,6,34.76,-102.52,0
2015,6,41.1178,-92.6485,1
2015,5,30.365,-97.685,1
2015,5,30.1269,-98.0909,0
2015,5,45.4302,-95.293,0
2015,5,30.1692,-97.494,1
2015,5,30.5465,-97.9708,1
2015,5,30.1533,-97.8694,0
2015,5,40.7551,-91.4801,1
2015,5,33.3322,-98.5667,0
2015,5,33.3472,-98.5529,0
2015,5,32.7826,-98.2865,0
2015,5,31.0052,-103.2824,0
2015,4,41.8732,-90.1704,1
2015,7,41.2757,-76.8756,1
2015,6,41.1126,-92.64,1
2015,5,37.0975,-100.818,0
2015,5,32.7987,-98.5351,0
2015,4,30.0037,-91.1981,0
2015,5,32.9242,-101.6366,0
2015,5,33.1468,-97.4658,1
2015,12,32.3855,-96.53,0
2015,5,33.6728,-96.5925,0
2015,6,42.2391,-94.1413,0
2015,6,42.1716,-93.9569,0
2015,5,37.2318,-100.6849,1
2015,5,37.2618,-100.617,1
2015,5,45.5125,-95.264,0
2015,5,40.04,-104.81,0
2015,5,33.9464,-88.635,0
2015,5,32.8055,-98.1181,1
2015,5,33.1654,-97.9851,0
2015,5,33.1464,-97.9198,0
2015,5,33.255,-97.3877,1
2015,5,33.2071,-97.8899,0
2015,6,42.76,-105.7743,0
2015,5,34.3227,-78.3549,1
2015,5,45.6117,-95.2623,0
2015,5,30.7665,-97.925,0
2015,5,38.5613,-102.6073,0
2015,5,45.2947,-94.3077,0
2015,4,38.1504,-101.7323,0
2015,4,38.1923,-101.7138,0
2015,4,29.8572,-90.8043,1
2015,6,43.5011,-83.1099,1
2015,6,43.5031,-83.1308,0
2015,6,47.33,-104.03,1
2015,6,37.996,-86.785,0
2015,6,44.399,-87.943,0
2015,5,37.3006,-100.539,0
2015,5,37.4104,-100.4592,1
2015,5,37.3399,-100.5342,0
2015,5,45.3007,-95.7229,0
2015,5,45.7112,-95.2322,0
2015,5,30.085,-97.542,1
2015,5,33.9816,-88.4885,1
2015,5,30.4802,-103.4601,0
2015,5,31.1118,-102.2389,0
2015,4,38.2,-100.4,0
2015,5,33.1593,-97.9127,0
2015,5,33.1824,-97.8613,1
2015,4,29.8094,-90.4313,0
2015,7,32.8641,-109.7089,0
2015,7,36.6276,-85.4374,0
2015,7,39.7438,-86.7034,1
2015,7,41.6651,-108.1564,0
2015,8,42.842,-88.2533,1
2015,6,47.11,-102.56,0
2015,6,38.8316,-81.6773,0
2015,7,40.3618,-89.5496,2
2015,6,41.1657,-93.1169,0
2015,7,37.1717,-89.5248,1
2015,5,37.5337,-100.3193,2
2015,8,42.9785,-88.2559,0
2015,7,37.2075,-89.4639,1
2015,6,38.5276,-118.5998,1
2015,7,37.2091,-85.4418,1
2015,6,41.1609,-93.1146,1
2015,6,41.145,-93.0991,3
2015,6,41.0234,-92.8428,2
2015,6,47.3613,-102.8192,0
2015,6,47.4764,-104.1129,1
2015,7,36.963,-85.42,0
2015,7,40.3105,-86.7519,1
2015,6,45.0629,-91.9894,0
2015,6,42.89,-84.96,1
2015,6,38.0671,-100.0545,0
2015,5,32.8841,-96.8623,1
2015,5,32.8752,-96.9561,1
2015,5,31.1157,-98.0607,1
2015,3,36.4586,-92.8515,0
2015,6,43.213,-90.6927,0
2015,6,44.3125,-94.0821,0
2015,6,41.789,-103.32,0
2015,7,46.18,-96.5,0
2015,6,42.9592,-77.2846,0
2015,5,30.8154,-97.1175,2
2015,7,36.4426,-85.0978,1
2015,7,38.458,-83.6965,1
2015,4,40.11,-102.74,0
2015,4,40.34,-102.53,0
