YEAR,MONTH,BEGIN_LAT,BEGIN_LON,TOR_F_SCALE
2021,12,36.3178,-86.3235,0
2021,12,36.0255,-87.3054,0
2021,12,35.9205,-87.6423,1
2021,12,36.1065,-87.1941,1
2021,12,36.2635,-86.6578,0
2021,12,36.5028,-88.0451,2
2021,12,36.1107,-87.1726,2
2021,12,36.3296,-86.2965,0
2021,12,36.1899,-86.5739,1
2021,12,36.443,-86.4358,0
2021,12,35.234,-87.544,0
2021,12,36.2691,-86.6428,1
2021,12,36.1634,-86.6223,0
2021,12,36.1819,-86.9594,0
2021,12,35.9786,-87.4798,0
2021,12,35.3472,-85.712,0
2021,12,36.479,-85.195,0
2021,7,42.58,-91.72,-1
2021,12,43.9605,-91.7908,0
2021,12,43.9965,-91.58,1
2021,12,44.1934,-92.9007,1
2021,12,44.1342,-92.1343,1
2021,12,43.7582,-91.6525,1
2021,12,35.3935,-86.2727,1
2021,12,36.385,-86.2221,0
2021,7,42.21,-91.14,1
2021,5,40.8403,-98.0049,-1
2021,5,41.0707,-97.6259,0
2021,5,40.8401,-97.9914,0
2021,5,34.065,-89.024,0
2021,5,33.762,-89.471,0
2021,5,34.367,-88.5602,0
2021,12,36.4803,-85.1748,0
2021,12,36.4755,-85.3063,0
2021,8,42.438,-71.565,0
2021,8,42.4357,-71.5001,0
2021,8,42.311,-71.577,0
2021,12,36.2945,-85.8457,0
2021,9,40.31,-74.67,0
2021,9,40.27,-75.11,1
2021,8,40.67,-115.67,0
2021,5,36.3001,-89.7007,0
2021,8,35.846,-81.052,1
2021,8,35.804,-81.022,1
2021,8,34.898,-83.282,0
2021,8,34.797,-82.928,0
2021,8,34.765,-82.3,1
2021,8,34.728,-82.144,1
2021,8,34.657,-82.168,0
2021,8,34.621,-82.725,0
2021,5,34.075,-89.009,0
2021,5,34.193,-88.825,1
2021,3,33.1157,-87.1707,2
2021,3,33.502,-86.444,1
2021,3,32.9386,-87.5753,3
2021,5,34.379,-88.542,0
2021,6,40.4327,-84.7917,2
2021,6,39.6181,-84.4696,1
2021,3,33.962,-85.634,0
2021,3,32.8781,-87.9756,1
2021,6,39.0595,-85.0532,1
2021,12,36.1701,-86.9911,0
2021,12,36.3099,-86.3301,0
2021,12,36.2416,-85.9548,0
2021,8,30.3156,-89.2582,1
2021,7,42.467,-91.491,1
2021,7,42.14,-92.1,-1
2021,6,30.3287,-89.2314,0
2021,7,42.15,-90.96,1
2021,7,42.457,-91.527,1
2021,7,42.21,-91.29,1
2021,6,38.5749,-83.5119,0
2021,2,29.8599,-81.4972,0
2021,2,30.207,-82.738,0
2021,12,41.19,-95.89,0
2021,3,32.1233,-88.0426,2
2021,12,36.5809,-85.7738,1
2021,12,41.39,-95.64,2
2021,12,41.18,-95.36,1
2021,12,36.1424,-86.5901,0
2021,12,35.903,-87.7074,1
2021,12,41.31,-95.77,2
2021,12,41.08,-95.44,1
2021,6,31.0589,-87.0649,2
2021,6,30.3548,-88.5285,0
2021,10,39.883,-93.361,2
2021,10,39.6181,-94.2138,0
2021,10,39.6209,-94.2064,1
2021,10,39.7587,-95.1728,0
2021,10,39.8778,-93.4205,1
2021,10,46.23,-97.92,0
2021,10,38.6651,-93.2226,0
2021,10,38.6954,-93.1778,0
2021,10,46.9,-95.06,1
2021,8,42.0394,-88.9328,-1
2021,6,40.1405,-104.9032,2
2021,7,38.8892,-75.5826,1
