YEAR,MONTH,BEGIN_LAT,BEGIN_LON,TOR_F_SCALE
2018,6,40.9,-101.79,0
2018,5,27.1902,-81.7471,0
2018,3,36.0558,-100.2582,1
2018,3,36.13,-101.19,0
2018,3,36.0248,-100.2995,1
2018,5,31.52,-82.05,0
2018,1,38.5094,-90.8232,0
2018,5,37.09,-97.07,0
2018,2,30.96,-93.0201,1
2018,2,30.9987,-85.3859,0
2018,12,39.4439,-90.851,1
2018,12,39.031,-89.7523,1
2018,12,39.348,-89.4577,0
2018,12,39.2584,-89.5486,1
2018,12,39.7272,-90.6537,1
2018,12,39.1522,-89.6324,2
2018,12,39.6319,-90.7143,0
2018,2,35.4534,-91.0543,0
2018,1,35.1771,-92.3648,1
2018,2,32.7853,-89.133,0
2018,4,35.085,-81.116,0
2018,2,36.6685,-119.5134,0
2018,6,28.0124,-82.3923,0
2018,1,40.8081,-124.1631,0
2018,1,32.1196,-96.3186,0
2018,2,32.3963,-88.9137,1
2018,5,39.4191,-90.603,0
2018,5,39.416,-90.6153,0
2018,1,33.0015,-95.3288,0
2018,1,31.74,-89.48,1
2018,1,31.78,-89.4,0
2018,1,30.76,-93.89,0
2018,1,33.6222,-94.4294,1
2018,1,33.5655,-94.5114,0
2018,1,37.0474,-93.8293,1
2018,1,31.1894,-93.3413,0
2018,1,37.4463,-78.0012,1
2018,1,33.4474,-94.6484,2
2018,1,35.0823,-94.2695,1
2018,1,35.3909,-93.9501,1
2018,7,30.05,-81.37,0
2018,2,33.7178,-85.159,0
2018,2,33.1916,-85.2025,1
2018,3,37.402,-118.395,0
2018,2,32.6038,-84.5151,0
2018,3,31.8059,-93.0195,1
2018,2,30.9507,-85.5161,0
2018,2,34.2948,-86.7239,0
2018,2,36.9203,-87.4783,0
2018,2,30.7941,-85.8089,1
2018,3,33.8549,-86.3881,1
2018,2,36.5163,-88.5217,1
2018,3,39.03,-121.52,0
2018,3,33.8453,-85.9472,3
2018,2,36.8315,-87.4835,2
2018,2,36.9507,-87.3028,0
2018,3,29.7624,-97.5736,0
2018,2,36.9898,-88.6588,1
2018,2,36.534,-88.4884,1
2018,3,28.24,-97.33,0
2018,3,28.167,-97.0177,0
2018,3,28.4186,-96.7174,1
2018,3,31.1011,-92.2172,2
2018,3,34.2299,-86.4949,0
2018,3,33.8515,-86.4152,0
2018,2,36.556,-89.9563,0
2018,3,30.2384,-93.5991,0
2018,3,30.3191,-93.1951,1
2018,3,30.3839,-93.2834,1
2018,2,36.7508,-89.5846,2
2018,3,33.8031,-85.5863,1
2018,3,30.5473,-92.8405,1
2018,2,36.7458,-88.5415,1
2018,2,36.5972,-88.3223,1
2018,2,31.4669,-88.3843,0
2018,2,32.4815,-87.6181,0
2018,2,32.9484,-86.9247,0
2018,6,38.9829,-90.373,0
2018,3,34.1095,-85.6522,1
2018,3,33.7502,-85.8464,0
2018,3,33.8552,-86.2398,2
2018,3,33.8639,-86.0984,2
2018,3,33.881,-85.9864,1
2018,3,32.4987,-91.257,1
2018,9,42.0356,-83.264,0
2018,2,32.9578,-86.7844,0
2018,5,35.8744,-90.3514,0
2018,3,33.1905,-89.7622,1
2018,3,32.2745,-91.7743,1
2018,2,39.9087,-79.7274,1
2018,2,32.4284,-88.2756,0
2018,3,31.8189,-92.9485,1
2018,3,32.1779,-91.9954,1
2018,5,38.836,-98.2405,0
2018,3,26.7893,-80.6356,0
2018,3,32.2616,-91.8191,1
2018,3,32.3334,-90.1547,0
2018,5,38.2357,-97.5514,0
2018,5,38.0536,-96.6675,0
2018,2,32.5603,-86.7174,0
2018,5,39.022,-97.915,0
2018,3,34.5051,-88.2099,0
2018,9,41.9562,-83.4321,1
2018,9,42.0914,-83.2059,1
