YEAR,MONTH,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,TOR_F_SCALE,DEATHS_DIRECT,DEATHS_INDIRECT,INJURIES_DIRECT,INJURIES_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,RADAR_2026
1991,4,37.18,-97.83,37.23,-97.82,F0,0,0,0,0,2500.0,0.0,True
1991,7,46.47,-94.33,46.42,-94.27,F3,0,0,3,0,2500000.0,0.0,True
1991,3,37.0,-97.38,37.08,-97.15,F3,0,0,0,0,250000.0,0.0,True
1991,3,37.08,-97.15,37.17,-97.05,F3,0,0,0,0,250000.0,0.0,True
1991,3,37.25,-96.75,37.38,-96.58,F3,0,0,6,0,2500000.0,0.0,True
1991,3,37.97,-98.05,38.15,-97.95,F4,0,0,5,0,25000000.0,0.0,True
1991,3,38.17,-97.02,38.27,-96.93,F0,0,0,0,0,2500.0,0.0,True
1991,3,37.82,-95.45,37.88,-95.35,F2,0,0,1,0,2500000.0,0.0,True
1991,3,37.8,-98.5,37.8,-98.48,F3,0,0,0,0,0.0,0.0,True
1991,3,37.8,-98.48,38.12,-98.2,F3,0,0,1,0,250000.0,0.0,True
1991,3,37.78,-98.6,37.82,-98.55,F1,0,0,0,0,25000.0,0.0,True
1991,4,37.27,-95.55,37.37,-95.53,F2,0,0,0,0,250000.0,0.0,True
1991,5,37.83,-96.83,37.88,-96.78,F0,0,0,0,0,0.0,0.0,True
1991,6,48.2,-96.85,48.3,-96.77,F1,0,0,0,0,0.0,0.0,True
1991,6,48.2,-96.77,48.32,-96.58,F1,0,0,0,0,0.0,0.0,True
1991,9,40.67,-77.82,40.7,-77.78,F2,0,0,3,0,250000.0,0.0,True
1991,9,41.78,-75.53,41.78,-75.47,F2,0,0,0,0,25000.0,0.0,True
1991,9,41.78,-75.47,41.78,-75.45,F2,0,0,0,0,25000.0,0.0,True
1991,3,41.65,-84.83,41.7,-84.72,F3,0,0,18,0,25000000.0,0.0,True
1991,5,37.93,-100.15,38.08,-99.92,F3,0,0,2,0,250000.0,0.0,True
1991,5,35.77,-96.15,35.83,-96.07,F1,0,0,0,0,250000.0,0.0,True
1991,4,36.95,-99.32,37.02,-99.3,F1,0,0,0,0,0.0,0.0,True
1991,4,36.87,-99.28,36.88,-99.2,F2,0,0,0,0,25000.0,0.0,True
1991,10,36.27,-94.58,36.3,-94.57,F1,0,0,0,0,250000.0,0.0,True
1991,4,36.65,-97.82,36.77,-97.67,F3,0,0,0,0,2500000.0,0.0,True
1991,5,37.97,-100.8,38.0,-100.75,F0,0,0,0,0,0.0,0.0,True
1991,5,37.97,-100.8,38.0,-100.75,F0,0,0,0,0,0.0,0.0,True
1991,10,36.02,-94.62,36.17,-94.63,F1,0,0,0,0,250000.0,0.0,True
1991,4,36.23,-98.18,36.33,-98.1,F2,0,0,0,0,25000.0,0.0,True
1991,4,36.52,-97.92,36.58,-97.9,F3,0,0,0,0,250000.0,0.0,True
1991,5,36.2,-95.72,36.25,-95.67,F2,0,0,0,0,250000.0,0.0,True
1991,4,36.58,-97.9,36.6,-97.87,F3,0,0,0,0,250000.0,0.0,True
1991,6,41.9,-97.55,41.9,-97.47,F2,0,0,0,0,250000.0,0.0,True
1991,5,39.87,-101.6,39.95,-101.48,F0,0,0,0,0,0.0,0.0,True
1991,3,33.32,-81.63,33.35,-81.63,F2,0,0,0,0,0.0,0.0,True
1991,3,33.32,-81.62,33.42,-81.58,F2,0,0,0,0,0.0,0.0,True
1991,4,36.45,-95.72,36.48,-95.65,F4,0,0,22,0,25000000.0,0.0,True
1991,5,45.7,-87.78,45.72,-87.6,F2,0,0,0,0,250000.0,0.0,True
1991,5,45.48,-87.73,45.47,-87.68,F3,0,0,0,0,250000.0,0.0,True
1991,7,41.03,-80.53,41.02,-80.47,F0,0,0,0,0,25000.0,0.0,True
1991,4,36.2,-96.28,36.38,-96.0,F4,0,0,19,0,2500000.0,0.0,True
1991,5,37.97,-100.95,38.07,-100.92,F0,0,0,0,0,0.0,0.0,True
1991,4,36.4,-97.77,36.43,-97.67,F3,0,0,0,0,250000.0,0.0,True
1991,4,36.43,-97.55,36.45,-97.43,F4,0,0,0,0,2500000.0,0.0,True
1991,4,36.45,-97.43,36.57,-96.9,F4,0,0,6,0,2500000.0,0.0,True
1991,4,36.57,-96.9,36.7,-96.45,F4,0,0,0,0,2500000.0,0.0,True
1991,4,36.03,-96.83,36.13,-96.73,F2,0,0,0,0,250000.0,0.0,True
1991,4,36.17,-96.52,36.2,-96.28,F4,1,0,5,0,2500000.0,0.0,True
1991,5,40.8,-97.22,40.97,-97.02,F2,0,0,0,0,250000.0,0.0,True
1991,5,36.65,-99.98,36.75,-99.8,F3,0,0,3,0,250000.0,0.0,True
1991,4,36.88,-95.93,36.93,-95.83,F2,1,0,10,0,250000.0,0.0,True
1991,3,44.38,-83.9,44.5,-83.68,F3,0,0,0,0,2500000.0,0.0,True
1991,3,44.48,-84.05,44.5,-84.08,F3,0,0,0,0,2500000.0,0.0,True
1991,3,36.48,-98.23,36.6,-98.08,F2,0,0,0,0,250000.0,0.0,True
1991,3,36.7,-98.0,36.93,-97.5,F3,0,0,0,0,2500000.0,0.0,True
1991,3,36.93,-97.5,37.0,-97.37,F3,0,0,0,0,2500000.0,0.0,True
