YEAR,MONTH,BEGIN_LAT,BEGIN_LON,TOR_F_SCALE
2005,1,33.8,-82.2,0
2005,1,36.58333,-92.28333,0
2005,1,36.86667,-91.9,1
2005,1,37.01667,-91.68333,0
2005,1,34.18,-81.86667,0
2005,1,32.66667,-87.63333,0
2005,1,36.15,-79.06667,0
2005,2,28.03333,-80.58333,1
2005,1,34.23333,-119.16667,0
2005,1,31.4,-84.73333,1
2005,1,31.43333,-84.75,1
2005,1,32.36667,-90.21667,1
2005,1,31.4,-90.4,1
2005,1,33.93333,-88.48333,1
2005,1,31.18333,-89.45,2
2005,1,31.23333,-89.31667,1
2005,1,33.5,-82.41667,0
2005,1,33.68333,-82.33333,0
2005,1,33.75,-82.31667,0
2005,1,37.85,-77.58333,0
2005,1,36.7,-78.13333,1
2005,1,37.9,-76.76667,1
2005,1,37.7,-76.31667,1
2005,3,33.63333,-95.51667,0
2005,3,31.3,-96.85,0
2005,3,33.58333,-95.45,0
2005,3,33.56667,-95.53333,1
2005,1,21.95,-159.68333,0
2005,1,33.71667,-116.96667,0
2005,1,37.2,-89.18333,1
2005,3,35.61667,-90.08333,0
2005,1,38.61667,-123.11667,1
2005,3,38.03333,-85.11667,0
2005,3,31.06667,-84.88333,3
2005,3,36.9,-98.1,0
2005,3,35.08333,-96.3,0
2005,3,29.93333,-85.35,0
2005,3,30.11667,-85.2,0
2005,3,34.96667,-89.81667,1
2005,3,35.45,-96.16667,0
2005,3,35.26667,-95.38333,0
2005,3,34.93333,-88.51667,0
2005,3,31.23333,-84.0,1
2005,3,35.48333,-96.23333,0
2005,3,35.51667,-96.2,0
2005,3,34.1,-117.43333,0
2005,3,32.3,-88.65,1
2005,3,31.23333,-84.06667,1
2005,3,42.81667,-90.13333,0
2005,3,36.88333,-98.23333,0
2005,3,35.33333,-96.46667,0
2005,3,31.1,-85.16667,2
2005,4,34.41667,-81.61667,0
2005,3,31.05,-84.91667,2
2005,4,31.11667,-90.06667,0
2005,4,31.05,-90.33333,2
