YEAR,MONTH,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,TOR_F_SCALE,DEATHS_DIRECT,DEATHS_INDIRECT,INJURIES_DIRECT,INJURIES_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,RADAR_2026
1990,6,44.37,-92.63,44.42,-92.58,F1,0,0,0,0,25000.0,0.0,True
1990,6,40.25,-100.75,40.27,-100.53,F4,0,0,0,0,2500000.0,0.0,True
1990,6,40.05,-97.5,40.08,-97.42,F1,0,0,0,0,25000.0,0.0,True
1990,6,40.03,-99.43,40.03,-99.13,F1,0,0,0,0,25000.0,0.0,True
1990,6,41.37,-98.85,41.42,-98.78,F1,0,0,0,0,25000.0,0.0,True
1990,6,40.15,-101.23,40.25,-100.75,F4,0,0,1,0,2500000.0,0.0,True
1990,3,42.57,-91.0,42.6,-90.98,F1,0,0,0,0,25000.0,0.0,True
1990,4,37.98,-97.65,37.98,-97.17,F0,0,0,0,0,25000.0,0.0,True
1990,4,37.98,-97.17,37.98,-97.15,F0,0,0,0,0,25000.0,0.0,True
1990,4,37.4,-98.23,37.45,-98.1,F1,0,0,0,0,0.0,0.0,True
1990,4,39.4,-99.03,39.58,-98.93,F1,0,0,0,0,2500000.0,0.0,True
1990,4,38.78,-99.55,39.12,-99.32,F3,0,0,0,0,2500000.0,0.0,True
1990,4,39.58,-98.93,39.88,-98.78,F1,0,0,0,0,2500000.0,0.0,True
1990,5,38.83,-95.63,38.87,-95.57,F0,0,0,0,0,0.0,0.0,True
1990,5,38.48,-97.37,38.5,-97.03,F3,0,0,0,0,2500000.0,0.0,True
1990,5,37.82,-95.4,37.85,-95.37,F0,0,0,0,0,25000.0,0.0,True
1990,4,37.6,-100.52,37.95,-100.27,F1,0,0,0,0,25000.0,0.0,True
1990,4,38.62,-99.73,38.68,-99.7,F3,0,0,0,0,2500000.0,0.0,True
1990,4,39.23,-99.22,39.4,-99.03,F1,0,0,0,0,2500000.0,0.0,True
1990,4,38.68,-99.7,38.78,-99.55,F3,0,0,0,0,2500000.0,0.0,True
1990,6,37.65,-101.45,37.5,-101.13,F2,0,0,2,0,2500000.0,0.0,True
1990,5,38.52,-97.9,38.48,-97.37,F3,0,0,0,0,2500000.0,0.0,True
1990,5,38.5,-98.18,38.52,-97.9,F3,0,0,0,0,2500000.0,0.0,True
1990,5,38.38,-99.18,38.45,-99.07,F0,0,0,0,0,25000.0,0.0,True
1990,5,38.45,-99.0,38.5,-98.95,F0,0,0,0,0,0.0,0.0,True
1990,5,38.45,-98.55,38.48,-98.45,F3,0,0,4,0,250000.0,0.0,True
1990,5,38.48,-98.45,38.53,-98.42,F3,0,0,2,0,250000.0,0.0,True
1990,5,38.53,-98.42,38.63,-98.12,F3,0,0,0,0,250000.0,0.0,True
1990,6,40.43,-97.53,40.47,-97.32,F1,0,0,0,0,250000.0,0.0,True
1990,7,40.82,-98.93,40.87,-98.68,F1,0,0,0,0,250000.0,0.0,True
1990,10,40.438017,-74.642625,40.439864,-74.632889,F3,0,0,8,0,2500000.0,0.0,True
1990,6,41.2,-97.9,41.23,-97.8,F1,0,0,0,0,25000.0,0.0,True
1990,4,36.02,-99.83,36.4,-99.72,F2,0,0,5,0,2500000.0,0.0,True
1990,3,34.88,-97.72,34.93,-97.65,F2,0,0,0,0,2500000.0,0.0,True
1990,3,34.93,-97.65,35.08,-97.4,F2,0,0,1,0,2500000.0,0.0,True
1990,3,36.73,-97.98,36.97,-97.82,F3,0,0,0,0,250000.0,0.0,True
1990,3,35.08,-97.4,35.2,-97.33,F2,0,0,0,0,2500000.0,0.0,True
1990,3,34.97,-97.6,35.05,-97.37,F2,0,0,0,0,250000.0,0.0,True
1990,3,35.22,-97.35,35.27,-97.27,F1,0,0,0,0,0.0,0.0,True
1990,3,36.95,-97.83,37.0,-97.72,F3,0,0,0,0,0.0,0.0,True
1990,3,35.3,-97.23,35.38,-97.15,F2,0,0,1,0,250000.0,0.0,True
1990,3,35.05,-97.37,35.1,-97.35,F2,0,0,0,0,250000.0,0.0,True
1990,6,42.32,-84.08,42.38,-83.8,F2,0,0,0,0,250000.0,0.0,True
1990,4,35.03,-82.08,35.13,-81.98,F1,0,0,4,0,250000.0,0.0,True
1990,4,35.07,-81.55,35.12,-81.5,F1,0,0,0,0,25000.0,0.0,True
1990,12,31.78,-90.5,32.05,-90.35,F0,0,0,0,0,2500.0,0.0,True
1990,12,32.05,-90.35,32.18,-90.35,F0,0,0,0,0,2500.0,0.0,True
1990,6,38.87,-84.18,38.92,-84.15,F2,0,0,0,0,250000.0,0.0,True
1990,8,42.15,-79.22,42.15,-79.1,F0,0,0,0,0,250000.0,0.0,True
1990,6,40.58,-82.62,40.68,-82.38,F2,0,0,0,0,2500000.0,0.0,True
1990,6,40.15,-82.68,40.23,-82.55,F1,0,0,0,0,250000.0,0.0,True
1990,8,41.03,-74.82,41.15,-74.42,F0,0,0,0,0,0.0,0.0,True
1990,8,41.15,-74.42,41.17,-74.37,F0,0,0,0,0,0.0,0.0,True
1990,8,43.07,-76.27,43.05,-76.13,F0,0,0,0,0,25000.0,0.0,True
1990,7,40.42,-75.17,40.37,-74.95,F1,0,0,0,0,250000.0,0.0,True
1990,9,43.58,-86.2,43.58,-86.08,F1,0,0,0,0,25000.0,0.0,True
1990,9,43.28,-85.57,43.23,-85.58,F1,0,0,0,0,25000.0,0.0,True
1990,9,43.25,-85.35,43.27,-85.32,F1,0,0,0,0,2500.0,0.0,True
1990,9,42.48,-83.47,42.48,-82.92,F3,0,0,0,0,2500000.0,0.0,True
