YEAR,MONTH,BEGIN_LAT,BEGIN_LON,TOR_F_SCALE,DEATHS_DIRECT,DEATHS_INDIRECT,INJURIES_DIRECT,INJURIES_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,RADAR_DIST,RADAR_2026
2006,1,39.55,-97.01667,0,0,0,0,0,5000.0,0.0,91.31440978311855,True
2006,1,39.66667,-96.9,0,0,0,0,0,0.0,0.0,94.03076401252622,True
2006,1,34.13333,-81.23333,0,0,0,0,0,0.0,0.0,23.101212105036087,True
2006,1,34.1,-81.25,0,0,0,0,0,0.0,0.0,20.737271732523368,True
2006,1,33.3,-81.03333,0,0,0,0,0,0.0,0.0,71.66767161936447,True
2006,1,33.4,-80.75,0,0,0,0,0,5000.0,0.0,69.8903102989195,True
2006,2,39.43333,-87.36667,1,0,0,0,0,1500000.0,0.0,97.98172776922758,True
2006,1,38.06667,-97.33333,0,0,0,0,0,100000.0,0.0,46.83898268836038,True
2006,1,32.0,-85.45,0,0,0,1,0,250000.0,0.0,59.99066253889654,True
2006,4,34.2,-80.06667,0,0,0,0,0,70000.0,0.0,100.83949827565486,True
2006,4,33.73333,-81.06667,0,0,0,0,0,10000.0,0.0,24.41286693417293,True
2006,4,33.98333,-80.96667,0,0,0,0,0,0.0,0.0,14.53458576552506,True
2006,3,42.25,-84.26667,1,0,0,0,0,200000.0,50000.0,82.18805809188702,True
2006,1,31.7,-91.58333,1,0,0,1,0,450000.0,30000.0,145.34477328031053,True
2006,2,34.17,-81.13333,0,0,0,0,0,0.0,0.0,24.655873530065026,True
2006,2,34.18333,-81.18333,0,0,0,0,0,0.0,0.0,26.77295424674655,True
2006,2,37.31667,-91.41667,0,0,0,0,0,0.0,0.0,166.60106884860218,True
2006,1,33.71667,-80.28333,1,0,0,18,0,500000.0,0.0,81.34736799168385,True
2006,3,39.63333,-85.95,2,0,0,1,0,5000000.0,0.0,29.44601545046409,True
2006,3,39.85,-86.48333,0,0,0,0,0,50000.0,0.0,23.49937991763392,True
2006,3,39.61667,-86.1,2,0,0,0,0,3000000.0,0.0,18.44193474235866,True
2006,4,38.96667,-85.9,1,0,0,0,0,50000.0,0.0,88.62957937593393,True
2006,4,40.23333,-86.86667,1,0,0,0,0,100000.0,0.0,76.91488085528138,True
2006,4,33.16667,-100.38333,0,0,0,0,0,0.0,0.0,126.51762216700442,True
2006,3,38.06667,-97.91667,0,0,0,0,0,80000.0,0.0,61.885984425834444,True
2006,3,38.45,-97.25,1,0,0,1,0,70000.0,0.0,90.0626633581316,True
2006,3,37.56667,-95.81667,0,0,0,0,0,0.0,0.0,143.59167424247522,True
2006,3,37.68333,-95.85,1,0,0,0,0,20000.0,0.0,140.25051748494676,True
2006,3,37.8,-95.63333,0,0,0,0,0,0.0,0.0,142.96810852562137,True
2006,3,37.78333,-95.45,0,0,0,0,0,0.0,0.0,151.19905324379272,True
2006,3,37.13333,-95.91667,2,0,0,1,0,1000000.0,0.0,111.10600784394204,True
2006,4,37.65,-121.0,1,0,0,0,0,15000.0,0.0,96.5645768103337,True
2006,5,40.68333,-104.05,0,0,0,0,0,0.0,0.0,82.16593225255296,True
2006,5,33.51667,-101.81667,0,0,0,0,0,0.0,0.0,15.286622914181653,True
2006,5,33.66667,-101.83333,0,0,0,0,0,0.0,0.0,2.2565793275772834,True
2006,5,33.91667,-100.86667,0,0,0,0,0,0.0,0.0,92.30190403883766,True
2006,5,33.3,-102.43333,0,0,0,0,0,0.0,0.0,69.63056782586874,True
2006,5,33.33333,-102.35,0,0,0,0,0,0.0,0.0,61.16695412160799,True
2006,5,33.33333,-101.98333,0,0,0,0,0,0.0,0.0,38.96834250233472,True
2006,4,39.96667,-86.01667,1,0,0,0,0,30000.0,0.0,36.56672760633529,True
2006,4,39.3,-85.53333,0,0,0,0,0,25000.0,0.0,78.48454600178057,True
2006,4,36.1,-89.83333,0,0,0,0,0,10000.0,2000.0,84.06089461133591,True
2006,5,32.71667,-102.65,0,0,0,0,0,0.0,0.0,96.26097041676931,True
2006,5,33.26667,-102.83333,0,0,0,0,0,0.0,0.0,103.89767087545914,True
2006,5,34.41667,-100.2,2,0,0,1,0,5700000.0,0.0,112.41635870526429,True
2006,5,43.03333,-90.21667,0,0,0,0,0,0.0,0.0,117.88629009799426,True
2006,5,31.65,-91.73333,2,0,0,0,0,250000.0,400000.0,130.12212095051706,True
2006,5,33.18333,-101.65,0,0,0,0,0,0.0,0.0,54.522561134187264,True
