YEAR,MONTH,BEGIN_LAT,BEGIN_LON,TOR_F_SCALE
2001,12,31.93333,-92.61667,1
2001,8,40.75,-111.75,0
2001,12,35.11667,-91.9,0
2001,12,30.85,-93.36667,1
2001,1,30.71667,-90.5,0
2001,12,34.75,-92.51667,0
2001,12,34.98333,-92.1,0
2001,12,34.98333,-92.08333,0
2001,12,31.26667,-88.93333,0
2001,11,35.26667,-89.0,3
2001,12,34.63333,-92.81667,0
2001,8,39.63333,-111.43333,0
2001,12,29.0,-95.65,1
2001,7,39.6,-110.81667,0
2001,11,34.85,-89.83333,2
2001,11,33.98333,-90.6,1
2001,1,33.61667,-84.36667,0
2001,2,33.78333,-117.83333,0
2001,1,32.51667,-84.18333,0
2001,1,34.23333,-83.08333,1
2001,1,32.38333,-86.26667,0
2001,12,29.6,-90.71667,1
2001,12,30.9,-93.3,1
2001,12,29.98333,-90.15,0
2001,2,34.45,-88.78333,3
2001,2,34.11667,-91.03333,2
2001,2,34.51667,-88.6,3
2001,2,33.9,-89.0,3
2001,2,33.85,-89.41667,3
2001,2,31.43333,-89.63333,0
2001,2,33.5,-91.18333,0
2001,3,30.35,-83.03333,2
2001,3,29.16667,-82.26667,0
2001,4,34.5,-96.16667,2
2001,4,38.5,-98.78333,4
2001,4,38.63333,-98.78333,0
2001,2,33.53333,-91.13333,2
2001,2,33.48333,-90.15,3
2001,2,33.53333,-90.1,1
2001,2,36.26667,-91.96667,2
2001,2,33.63333,-91.63333,1
2001,2,33.68333,-91.43333,3
2001,4,41.61667,-93.9,0
2001,2,35.98333,-86.81667,0
2001,4,34.08333,-96.55,0
2001,3,28.98333,-82.36667,2
2001,4,34.6,-95.96667,0
2001,2,35.56667,-91.08333,2
2001,2,33.68333,-89.93333,0
2001,3,30.66667,-89.13333,0
2001,3,30.65,-89.0,0
2001,2,34.58333,-92.38333,2
2001,2,34.6,-92.35,2
2001,2,31.4,-89.66667,0
2001,2,31.41667,-89.66667,0
2001,2,33.23333,-90.5,0
2001,2,35.98333,-86.53333,0
2001,2,36.13333,-86.21667,0
2001,4,33.73333,-97.15,1
2001,4,37.48333,-97.9,0
2001,3,31.2,-90.03333,1
2001,3,31.25,-89.8,1
2001,3,31.4,-86.61667,1
2001,3,30.83333,-84.41667,2
2001,3,30.85,-84.36667,2
2001,3,31.08333,-84.7,1
2001,4,41.13333,-94.73333,1
2001,4,42.01667,-92.28333,0
2001,4,40.06667,-98.51667,0
2001,4,41.36667,-95.76667,0
2001,4,41.08333,-96.13333,0
2001,4,42.45,-97.5,0
2001,4,37.1,-101.65,2
2001,4,36.81667,-119.7,0
2001,4,33.48333,-97.3,1
2001,4,33.58333,-97.46667,1
2001,3,30.63333,-85.41667,2
2001,3,28.33333,-82.23333,0
2001,4,33.76667,-97.1,1
2001,3,32.38333,-86.3,1
2001,3,30.26667,-85.25,2
2001,3,30.95,-83.73333,0
2001,3,30.6,-85.55,2
2001,4,34.36667,-96.38333,0
2001,3,31.21667,-90.05,1
2001,3,31.3,-89.7,1
2001,5,37.4,-97.28333,0
2001,4,35.16667,-96.83333,1
2001,3,30.93333,-90.51667,0
2001,4,34.68333,-77.05,0
2001,4,38.85,-98.23333,0
2001,4,38.93333,-98.15,0
2001,4,41.35,-99.51667,1
2001,4,34.71667,-76.7,1
2001,4,34.87,-76.48333,0
2001,4,42.2,-98.75,1
2001,4,41.02,-80.51667,0
2001,3,28.35,-82.7,0
2001,3,29.73333,-81.96667,0
2001,3,29.87,-81.75,2
2001,3,30.63333,-81.51667,0
2001,4,42.96667,-91.85,1
2001,4,42.41667,-92.25,0
2001,4,32.61667,-98.36667,0
2001,4,34.56667,-96.56667,2
