EPISODE_ID,EVENT_ID,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,DATA_SOURCE,YEARMONTH
,10349272,47.0,1994,June,Tornado,0,0,0,0,0.5,,,,F0,2.0,25.0,,,,,,,Whiteville,,,35.33,-89.15,,,CSV,1994-06-01
,10352081,48.0,1994,October,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,Dallas,,,32.77,-96.78,,,CSV,1994-10-01
,10352084,48.0,1994,October,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,N,Lancaster,,,32.62,-96.75,,,CSV,1994-10-01
,10341051,40.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,30.0,,,,,,SE,Foraker,,,36.8,-96.48,,,CSV,1994-07-01
,10341052,40.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,30.0,,,,,,NW,Hominy,,,,,,,CSV,1994-07-01
,10341055,40.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,30.0,,,,,,NW,Hominy,,,36.5,-96.5,,,CSV,1994-07-01
,10341056,40.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,30.0,,,,,,N,Hominy,,,36.52,-96.4,,,CSV,1994-07-01
,10357097,56.0,1994,May,Tornado,0,0,0,0,,,,,F0,2.0,50.0,,,,,,,,,,,,,,CSV,1994-05-01
,10357099,56.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,E,Bosler,,,41.57,-105.35,,,CSV,1994-07-01
,10357286,55.0,1994,April,Tornado,0,0,0,0,500.0,500.0,,,F2,12.0,1200.0,,,,,,SW,Ogema to,,NE,45.4,-90.37,45.57,-90.27,CSV,1994-04-01
,10333902,31.0,1994,June,Tornado,0,0,0,0,,0.05,,,F0,0.1,25.0,,,,,,W,Norfolk,,,42.03,-97.48,,,CSV,1994-06-01
,10348651,48.0,1994,April,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,W,Meridian,,,31.92,-97.73,,,CSV,1994-04-01
,10348652,48.0,1994,April,Tornado,0,0,0,0,500.0,,,,F1,0.1,10.0,,,,,,N,Morgan,,,32.05,-97.62,,,CSV,1994-04-01
,10345544,42.0,1994,August,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,Clifford,,,41.65,-75.6,,,CSV,1994-08-01
,10348918,47.0,1994,November,Tornado,0,0,0,0,50.0,,,,F1,0.5,20.0,,,,,,,Detroit,,,,,,,CSV,1994-11-01
,10325269,20.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.1,20.0,,,,,,,,,,39.48,-101.88,,,CSV,1994-06-01
,10315315,5.0,1994,June,Tornado,0,0,0,0,5.0,,,,F1,3.0,300.0,,,,,,S,Mt. Judea-,,S,35.9,-93.07,35.87,-93.0,CSV,1994-06-01
,10328448,22.0,1994,May,Tornado,0,0,0,0,500.0,,,,F1,1.0,50.0,,,,,,,Bunknownie,,,30.95,-92.18,,,CSV,1994-05-01
,10315309,5.0,1994,April,Tornado,0,0,0,0,50.0,,,,F0,0.2,150.0,,,,,,,Low Gap,,,,,,,CSV,1994-04-01
,10318882,13.0,1994,June,Tornado,0,0,0,0,0.5,,,,F0,4.0,30.0,,,,,,NW,Ellijay to,,,,,,,CSV,1994-06-01
,10331370,27.0,1994,August,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,,,,44.92,-95.05,,,CSV,1994-08-01
,10314478,1.0,1994,March,Tornado,0,0,0,0,500.0,50.0,,,F2,3.0,100.0,,,,,,E,Frisco,,,31.6,-85.83,31.6,-85.77,CSV,1994-03-01
,10319652,12.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,S,Casselberry,,,,,,,CSV,1994-06-01
,10320994,13.0,1994,June,Tornado,0,0,0,0,5.0,,,,F1,4.0,200.0,,,,,,,Hall Co,,W,,,,,CSV,1994-06-01
,10315418,5.0,1994,November,Tornado,2,0,0,0,5.0,,,,F1,5.0,50.0,,,,,,,West Memphis,,,35.15,-90.18,35.22,-90.12,CSV,1994-11-01
,10323047,19.0,1994,June,Tornado,0,0,0,0,0.5,0.05,,,F0,0.1,25.0,,,,,,,Merrill,,,,,,,CSV,1994-06-01
,10320801,13.0,1994,June,Tornado,0,0,0,0,5.0,,,,F0,0.3,20.0,,,,,,,Toccoa,,,,,,,CSV,1994-06-01
,10318295,8.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,E,Prospect Valley,,,40.7,-105.23,,,CSV,1994-07-01
,10318291,8.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,S,Kersey,,,,,,,CSV,1994-07-01
,10318293,8.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,N,Fort Lupton,,,,,,,CSV,1994-07-01
,10318294,8.0,1994,July,Tornado,0,0,0,0,,,,,F0,4.0,440.0,,,,,,S,Prospect Valley,,SE,,,,,CSV,1994-07-01
,10321973,19.0,1994,April,Tornado,0,0,0,0,500.0,,,,F3,14.0,130.0,,,,,,,Bridgewater to 4 N Gr,,,41.27,-94.7,41.37,-94.47,CSV,1994-04-01
,10318165,8.0,1994,April,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,E,Ft. Carson,,,,,,,CSV,1994-04-01
,10333194,28.0,1994,November,Tornado,0,0,0,0,25.0,,,,F1,3.0,100.0,,,,,,SW,to 1 SW Sandy Hook,,,31.0,-89.85,31.03,-89.82,CSV,1994-11-01
,10332982,28.0,1994,November,Tornado,0,0,2,0,2.0,,,,F3,40.0,200.0,,,,,,,,,,31.88,-89.75,32.22,-89.17,CSV,1994-11-01
,10325171,20.0,1994,May,Tornado,0,0,0,0,,,,,F0,0.3,20.0,,,,,,,,,SSW,,,,,CSV,1994-05-01
,10326684,20.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,S,Lydia,,,38.2,-101.3,,,CSV,1994-06-01
,10326689,20.0,1994,September,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,NNE,Deerfield,,,38.03,-101.12,,,CSV,1994-09-01
,10333546,31.0,1994,April,Tornado,0,0,0,0,,,,,F0,0.1,25.0,,,,,,NNE,Plainview,,,42.42,-97.75,,,CSV,1994-04-01
,10333557,31.0,1994,June,Tornado,1,0,0,0,,,,,F0,0.5,20.0,,,,,,,,,,,,,,CSV,1994-06-01
,10321911,18.0,1994,April,Tornado,0,0,0,0,,,,,F0,0.1,20.0,,,,,,,Economy,,,39.97,-85.08,,,CSV,1994-04-01
,10329102,26.0,1994,June,Tornado,0,0,0,0,50.0,,,,F0,0.5,20.0,,,,,,SW,Blissfield,,,41.8,-83.92,,,CSV,1994-06-01
,10319819,12.0,1994,July,Tornado,0,0,0,0,50.0,,,,,0.1,10.0,,,,,,,Palatka,,E,,,,,CSV,1994-07-01
,10319821,12.0,1994,August,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,,,,,,,,CSV,1994-08-01
,10324207,20.0,1994,June,Tornado,0,0,0,0,,,,,F1,1.0,200.0,,,,,,W,St. Francis,,W,,,,,CSV,1994-06-01
,10321817,18.0,1994,April,Tornado,70,0,3,0,5.0,,,,F4,13.0,100.0,,,,,,NW,Lafayette,,,,,,,CSV,1994-04-01
,10334864,30.0,1994,May,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,NR Trident,,,45.95,-111.52,,,CSV,1994-05-01
,10319042,13.0,1994,June,Tornado,0,0,0,0,5.0,,,,F0,0.5,25.0,,,,,,SE,Franklin,,,,,,,CSV,1994-06-01
,10331208,27.0,1994,May,Tornado,0,0,0,0,,,,,F0,1.5,90.0,,,,,,SW,Wyoming to,,E,,,,,CSV,1994-05-01
,10330853,27.0,1994,October,Tornado,0,0,0,0,,,,,F0,3.0,50.0,,,,,,EE,Browns Valley,,,45.6,-96.73,45.6,-96.63,CSV,1994-10-01
,10318296,8.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,N,Fort Lupton,,,,,,,CSV,1994-07-01
,10318297,8.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,S,Platteville,,,,,,,CSV,1994-07-01
,10330894,28.0,1994,November,Tornado,0,0,0,0,2.0,,,,F0,8.0,50.0,,,,,,SW,to 2 ENE Jackson,,,32.27,-90.25,32.35,-90.13,CSV,1994-11-01
,10334062,31.0,1994,July,Tornado,1,0,0,0,5.0,,,,F2,6.0,150.0,,,,,,E,to 9 NE,,,,,,,CSV,1994-07-01
,10331194,27.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,Waconia,,,,,,,CSV,1994-06-01
,10322038,18.0,1994,April,Tornado,0,0,0,0,,,,,F0,0.1,30.0,,,,,,,,,,41.1,-86.88,,,CSV,1994-04-01
,10322794,17.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.25,20.0,,,,,,,Powerton,,,,,,,CSV,1994-07-01
,10319833,12.0,1994,July,Tornado,0,0,0,0,50.0,,,,F0,0.1,10.0,,,,,,S,TPA,,,,,,,CSV,1994-07-01
,10325897,20.0,1994,April,Tornado,0,0,0,0,5.0,,,,F2,18.0,1700.0,,,,,,SW,Plains,,SE,,,,,CSV,1994-04-01
,10330475,28.0,1994,March,Tornado,0,0,0,0,5.0,,,,F0,2.0,50.0,,,,,,W,Purvis,,,31.15,-89.45,,,CSV,1994-03-01
,10320050,12.0,1994,June,Tornado,0,0,0,0,500.0,,,,,1.0,30.0,,,,,,W,Tampa,,,,,,,CSV,1994-06-01
,10320053,12.0,1994,August,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,,,,,,,,CSV,1994-08-01
,10320221,12.0,1994,August,Tornado,0,0,0,0,50.0,,,,F0,0.1,10.0,,,,,,,,,,29.22,-82.05,,,CSV,1994-08-01
,10333300,28.0,1994,November,Tornado,0,0,0,0,100.0,,,,F1,18.0,150.0,,,,,,,,,,32.05,-91.02,32.13,-90.78,CSV,1994-11-01
,10332955,29.0,1994,June,Tornado,2,0,1,0,5.0,,,,F2,0.8,100.0,,,,,,SE,Whitesville,,,40.05,-94.72,,,CSV,1994-06-01
,10333759,31.0,1994,October,Tornado,0,0,0,0,10.0,0.7,,,F0,2.0,100.0,,,,,,SW,Arnold,,,41.4,-100.25,,,CSV,1994-10-01
,10332972,29.0,1994,April,Tornado,0,0,0,0,,,,,F0,0.6,20.0,,,,,,E,Holts Summit,,,38.65,-92.1,,,CSV,1994-04-01
,10326245,20.0,1994,July,Tornado,0,0,0,0,500.0,50.0,,,F1,11.0,75.0,,,,,,S,Portis,,NE,39.53,-98.7,39.53,-98.4,CSV,1994-07-01
,10327432,22.0,1994,March,Tornado,0,0,0,0,50.0,,,,F1,0.3,30.0,,,,,,,Loranger,,,30.63,-90.4,,,CSV,1994-03-01
,10326817,20.0,1994,April,Tornado,0,0,0,0,,,,,F0,0.1,25.0,,,,,,E,Greensburg,,,37.6,-99.25,,,CSV,1994-04-01
,10316860,6.0,1994,March,Tornado,0,0,0,0,,,,,F0,0.1,30.0,,,,,,,Lemoore,,,,,,,CSV,1994-03-01
,10332689,29.0,1994,April,Tornado,0,0,0,0,0.5,,,,F0,0.3,20.0,,,,,,,Arbyrd,,,36.05,-90.23,,,CSV,1994-04-01
,10317962,9.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.5,50.0,,,,,,,Avon,,,41.8,-72.83,,,CSV,1994-06-01
,10316826,6.0,1994,March,Tornado,0,0,0,0,0.5,,,,F0,0.1,10.0,,,,,,,Santa Barbara,,,34.43,-119.7,,,CSV,1994-03-01
,10318028,12.0,1994,August,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,,,,26.27,-80.22,,,CSV,1994-08-01
,10315052,5.0,1994,June,Tornado,0,0,0,0,500.0,,,,F1,1.5,10.0,,,,,,NE,Carlisle-,,,34.8,-91.73,,,CSV,1994-06-01
,10320218,12.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,Silver Springs,,SSE,29.22,-82.05,,,CSV,1994-07-01
,10314621,1.0,1994,June,Tornado,0,0,0,0,500.0,,,,F3,3.0,300.0,,,,,,ESE,Tanner,,,,,,,CSV,1994-06-01
,10314623,1.0,1994,June,Tornado,0,0,0,0,500.0,,,,F1,5.0,100.0,,,,,,,,,,,,,,CSV,1994-06-01
,10324375,19.0,1994,April,Tornado,0,0,0,0,500.0,,,,F1,7.0,40.0,,,,,,,Doon,,N,,,,,CSV,1994-04-01
,10321223,13.0,1994,June,Tornado,0,0,0,0,500.0,,,,F0,0.2,20.0,,,,,,,Danielsville,,,,,,,CSV,1994-06-01
,10318029,12.0,1994,August,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,Coral Springs,,,26.18,-80.1,,,CSV,1994-08-01
,10325272,20.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.1,20.0,,,,,,,,,,39.32,-101.72,,,CSV,1994-06-01
,10326352,20.0,1994,June,Tornado,0,0,0,0,,,,,F1,3.0,200.0,,,,,,NW,Atwood,,NW,39.9,-101.18,39.87,-101.15,CSV,1994-06-01
,10326353,20.0,1994,June,Tornado,0,0,0,0,,,,,F0,1.0,50.0,,,,,,S,Atwood,,,39.7,-101.05,,,CSV,1994-06-01
,10326355,20.0,1994,June,Tornado,0,0,0,0,,,,,F0,1.0,100.0,,,,,,,,,,,,,,CSV,1994-06-01
,10330277,28.0,1994,April,Tornado,0,0,0,0,0.5,,,,F0,0.25,10.0,,,,,,,Victoria,,,34.85,-89.62,,,CSV,1994-04-01
,10320578,17.0,1994,April,Tornado,0,0,0,0,500.0,,,,F1,2.5,60.0,,,,,,,Loogootee to,,E,38.9,-88.85,,,CSV,1994-04-01
,10321507,19.0,1994,July,Tornado,0,0,0,0,500.0,5.0,,,F2,9.5,100.0,,,,,,SW,New Hampton -,,E,42.97,-92.48,43.07,-92.27,CSV,1994-07-01
,10321510,19.0,1994,July,Tornado,0,0,0,0,500.0,5.0,,,F1,8.0,45.0,,,,,,W,Fenton to,,,43.22,-94.6,43.22,-94.42,CSV,1994-07-01
,10321958,18.0,1994,July,Tornado,0,0,0,0,50.0,,,,F0,0.5,10.0,,,,,,W,Poneto,,,40.65,-85.28,,,CSV,1994-07-01
,10327114,24.0,1994,November,Tornado,0,0,0,0,5.0,,,,F1,1.5,75.0,,,,,,,Baltimore City,,,,,,,CSV,1994-11-01
,10326365,21.0,1994,June,Tornado,0,0,0,0,50.0,,,,F1,1.0,20.0,,,,,,,,,,36.55,-88.32,,,CSV,1994-06-01
,10325185,20.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.5,400.0,,,,,,NNE,Kanorado,,,39.53,-101.93,,,CSV,1994-06-01
,10325186,20.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.1,20.0,,,,,,NNE,Kanorado,,,39.52,-101.93,,,CSV,1994-06-01
,10320049,12.0,1994,October,Tornado,0,0,0,0,,,,,,0.0,0.0,,,,,,,Layton,,,,,,,CSV,1994-10-01
,10323517,20.0,1994,June,Tornado,0,0,0,0,,,,,F0,1.0,100.0,,,,,,,,,,,,,,CSV,1994-06-01
,10332625,29.0,1994,June,Tornado,2,0,0,0,50.0,5.0,,,F1,3.0,50.0,,,,,,SW,Salem to,,SW,37.55,-91.67,37.58,-91.62,CSV,1994-06-01
,10333670,31.0,1994,June,Tornado,0,0,0,0,,,,,F1,0.1,25.0,,,,,,E,Beemer,,,41.93,-96.75,,,CSV,1994-06-01
,10333671,31.0,1994,June,Tornado,0,0,0,0,,,,,F1,0.1,25.0,,,,,,NE,Beemer,,,41.98,-96.75,,,CSV,1994-06-01
,10333227,29.0,1994,May,Tornado,0,0,0,0,5.0,0.5,,,F0,0.3,30.0,,,,,,,Fruitland,,,37.45,-89.65,,,CSV,1994-05-01
,10318718,8.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,S,Sugar City,,,,,,,CSV,1994-06-01
,10318719,8.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,Cheraw,,,,,,,CSV,1994-06-01
,10318720,8.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,Cheraw,,,,,,,CSV,1994-06-01
,10318415,12.0,1994,November,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,SSE,PBI,,,26.48,-80.05,,,CSV,1994-11-01
,10333911,31.0,1994,October,Tornado,0,0,0,0,,,,,F1,1.0,50.0,,,,,,NE,Kearney to,,NE,40.85,-98.88,,,CSV,1994-10-01
,10320841,16.0,1994,March,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,,,,42.92,-112.62,,,CSV,1994-03-01
,10321512,19.0,1994,July,Tornado,0,0,0,0,0.05,0.05,,,F0,0.2,30.0,,,,,,NE,Alta Vista,,,43.22,-92.4,,,CSV,1994-07-01
,10321513,19.0,1994,July,Tornado,0,0,0,0,0.5,0.5,,,F0,0.3,30.0,,,,,,NNE,New Hampton,,,43.22,-92.4,,,CSV,1994-07-01
,10332900,29.0,1994,April,Tornado,0,0,0,0,5.0,,,,F0,0.5,30.0,,,,,,E,Poplar Bluff,,,36.75,-90.38,,,CSV,1994-04-01
,10334060,31.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.5,20.0,,,,,,W,Bridgeport,,,,,,,CSV,1994-06-01
,10316422,5.0,1994,November,Tornado,3,0,0,0,5.0,,,,F1,16.0,75.0,,,,,,SSW,DeWitt to 3.5 SSE St.,,,34.23,-91.37,34.32,-91.12,CSV,1994-11-01
,10331117,27.0,1994,August,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,,,,44.8,-94.98,,,CSV,1994-08-01
,10331119,27.0,1994,August,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,NE,Fairfax,,,44.6,-94.63,,,CSV,1994-08-01
,10326356,20.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.2,50.0,,,,,,SE,McDonald,,,,,,,CSV,1994-06-01
,10316168,5.0,1994,November,Tornado,0,0,0,0,50.0,,,,F0,0.1,10.0,,,,,,SE,Pine Bluff,,,34.2,-92.0,,,CSV,1994-11-01
,10332204,29.0,1994,April,Tornado,0,0,0,0,500.0,5.0,,,F0,4.0,50.0,,,,,,W,Cedar Hill to,,E,38.35,-90.7,38.35,-90.62,CSV,1994-04-01
,10318413,12.0,1994,November,Tornado,0,0,0,0,,,,,F1,0.1,10.0,,,,,,S,PBI,,,,,,,CSV,1994-11-01
,10318414,12.0,1994,November,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,N,PBI,,,,,,,CSV,1994-11-01
,10313929,1.0,1994,March,Tornado,150,0,22,0,500.0,50.0,,,F4,50.0,880.0,,,,,,SSW,Ragland to 5 NE Rock,,,33.72,-86.15,34.02,-85.42,CSV,1994-03-01
,10313932,1.0,1994,April,Tornado,0,0,0,0,500.0,,,,F1,8.0,100.0,,,,,,S,Geiger to Gainesville,,,32.82,-88.3,32.82,-88.17,CSV,1994-04-01
,10334878,29.0,1994,April,Tornado,0,0,0,0,50.0,,,,F0,0.4,20.0,,,,,,,Buckhorn,,,37.78,-92.27,,,CSV,1994-04-01
,10334044,31.0,1994,October,Tornado,0,0,0,0,,,,,F1,3.0,50.0,,,,,,NW,Saint Paul to,,N,41.25,-98.52,41.3,-98.47,CSV,1994-10-01
,10331860,29.0,1994,June,Tornado,0,0,0,0,,,,,F0,2.0,20.0,,,,,,,Risco,,,36.57,-89.82,,,CSV,1994-06-01
,10332240,29.0,1994,April,Tornado,0,0,0,0,5.0,5.0,,,F1,2.3,100.0,,,,,,,Barnhart to,,,38.35,-90.4,,,CSV,1994-04-01
,10323045,19.0,1994,June,Tornado,0,0,0,0,5.0,50.0,,,F2,17.5,370.0,,,,,,,,,,,,,,CSV,1994-06-01
,10324229,20.0,1994,April,Tornado,0,0,0,0,,,,,F0,0.5,100.0,,,,,,SW,Minneola,,SW,37.38,-100.03,,,CSV,1994-04-01
,10324230,20.0,1994,April,Tornado,0,0,0,0,,,,,F0,1.0,100.0,,,,,,N,Ashland,,NE,37.37,-99.77,,,CSV,1994-04-01
,10324231,20.0,1994,April,Tornado,0,0,0,0,50.0,,,,F2,0.8,200.0,,,,,,NE,Ashland,,NE,37.45,-99.77,,,CSV,1994-04-01
,10317879,10.0,1994,July,Tornado,4,0,0,0,0.2,,,,F0,0.3,50.0,,,,,,SW,Farmington,,,38.85,-75.62,,,CSV,1994-07-01
,10317880,10.0,1994,July,Tornado,0,0,0,0,0.4,,,,F1,1.5,100.0,,,,,,W,Harrington,,NW,38.92,-75.6,,,CSV,1994-07-01
,10317881,10.0,1994,July,Tornado,0,0,0,0,0.2,,,,F0,0.3,50.0,,,,,,,,,,,,,,CSV,1994-07-01
,10332243,29.0,1994,April,Tornado,0,0,0,0,5.0,,,,F0,0.3,30.0,,,,,,,Crystal City,,,38.22,-90.38,,,CSV,1994-04-01
,10322699,17.0,1994,April,Tornado,0,0,0,0,50.0,,,,F0,3.0,20.0,,,,,,SE,Beecher to,,E,41.32,-87.58,41.35,-87.52,CSV,1994-04-01
,10324524,19.0,1994,July,Tornado,0,0,0,0,50.0,5.0,,,F2,8.5,40.0,,,,,,E,Elma to,,E,43.25,-92.43,43.27,-92.25,CSV,1994-07-01
,10330661,27.0,1994,August,Tornado,0,0,0,0,,,,,F0,0.5,30.0,,,,,,E,Courtland,,,44.27,-94.33,,,CSV,1994-08-01
,10333540,31.0,1994,October,Tornado,0,0,0,0,250.0,,,,F2,4.0,75.0,,,,,,W,Holdrege to,,N,40.47,-99.27,,,CSV,1994-10-01
,10327250,22.0,1994,November,Tornado,0,0,0,0,15.0,,,,F1,0.5,50.0,,,,,,,Burr Ferry,,,31.07,-93.5,,,CSV,1994-11-01
,10324525,19.0,1994,July,Tornado,0,0,0,0,500.0,0.5,,,F1,0.7,35.0,,,,,,W,Elma,,,,,,,CSV,1994-07-01
,10332559,29.0,1994,April,Tornado,0,0,0,0,5.0,,,,F1,25.0,70.0,,,,,,,Elston to Frankenstei,,,38.62,-92.33,38.58,-91.87,CSV,1994-04-01
,10322235,19.0,1994,August,Tornado,0,0,0,0,,,,,F0,0.1,20.0,,,,,,E,Vinton,,,42.17,-91.97,,,CSV,1994-08-01
,10330013,28.0,1994,July,Tornado,0,0,0,0,50.0,,,,F0,1.0,40.0,,,,,,NW,Obadiah,,,32.57,-88.8,,,CSV,1994-07-01
,10320731,17.0,1994,April,Tornado,0,0,0,0,5.0,,,,F1,3.0,130.0,,,,,,N,Cooks Mills,,,39.63,-88.4,39.65,-88.32,CSV,1994-04-01
,10317732,12.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,,,,,,,,CSV,1994-06-01
,10333627,31.0,1994,June,Tornado,0,0,0,0,5.0,,,,F3,12.0,500.0,,,,,,SW,to 14 SE,,,,,,,CSV,1994-06-01
,10333769,31.0,1994,May,Tornado,0,0,0,0,,,,,F0,0.1,25.0,,,,,,,Phillips,,,40.9,-98.22,,,CSV,1994-05-01
,10333774,31.0,1994,July,Tornado,0,0,0,0,,,,,F1,0.3,25.0,,,,,,N,Giltner,,,40.85,-98.15,,,CSV,1994-07-01
,10316521,4.0,1994,March,Tornado,0,0,0,0,5.0,,,,F0,0.2,10.0,,,,,,S,Phoenix,,,,,,,CSV,1994-03-01
,10333413,31.0,1994,April,Tornado,0,0,0,0,,,,,F0,1.5,25.0,,,,,,,Bloomfield,,,42.53,-97.63,42.63,-97.55,CSV,1994-04-01
,10331329,27.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,W,Hallock,,,,,,,CSV,1994-06-01
,10317177,6.0,1994,February,Tornado,2,0,0,0,5.0,,,,F2,0.3,20.0,,,,,,,Oroville,,,,,,,CSV,1994-02-01
,10330273,28.0,1994,March,Tornado,0,0,0,0,0.5,,,,F0,0.5,50.0,,,,,,,Byhalia,,,34.88,-89.68,,,CSV,1994-03-01
,10330274,28.0,1994,March,Tornado,0,0,0,0,0.5,,,,,0.25,25.0,,,,,,,Slayden,,,,,,,CSV,1994-03-01
,10330276,28.0,1994,April,Tornado,0,0,0,0,0.5,,,,F0,0.5,25.0,,,,,,,Red Banks,,,34.83,-89.57,,,CSV,1994-04-01
,10325282,20.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,50.0,,,,,,SE,Edson,,,39.28,-101.48,,,CSV,1994-07-01
,10330963,28.0,1994,June,Tornado,0,0,0,0,0.5,,,,F0,0.25,25.0,,,,,,,Clarksdale,,,34.2,-90.58,,,CSV,1994-06-01
,10322858,17.0,1994,April,Tornado,0,0,0,0,500.0,,,,F0,2.5,40.0,,,,,,NW,Waterloo to 1 NE Wate,,,38.35,-90.17,,,CSV,1994-04-01
,10329275,27.0,1994,June,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,,Hitterdal,,,46.97,-96.27,,,CSV,1994-06-01
,10333473,31.0,1994,July,Tornado,0,0,0,0,50.0,,,,F1,2.0,35.0,,,,,,N,Mitchell,,,42.28,-103.8,,,CSV,1994-07-01
,10333112,28.0,1994,June,Tornado,0,0,0,0,50.0,,,,F0,2.0,50.0,,,,,,S,Walnut,,,34.93,-88.88,,,CSV,1994-06-01
,10333113,28.0,1994,June,Tornado,0,0,0,0,50.0,,,,F0,2.0,50.0,,,,,,,Peoples,,,,,,,CSV,1994-06-01
,10317878,10.0,1994,June,Tornado,0,0,0,0,,,,,F1,0.1,10.0,,,,,,,Petersburg,,,,,,,CSV,1994-06-01
,10318736,8.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,NE,Paonia,,,,,,,CSV,1994-07-01
,10333085,29.0,1994,April,Tornado,0,0,0,0,500.0,,,,F1,7.0,100.0,,,,,,W,Warsaw to,,SE,38.25,-93.47,38.22,-93.33,CSV,1994-04-01
,10325764,20.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,20.0,,,,,,SW,Wichita,,,37.52,-97.55,,,CSV,1994-07-01
,10326217,20.0,1994,April,Tornado,8,0,0,0,50.0,,,,F2,7.0,1000.0,,,,,,SW,Kismet,,E,37.15,-100.77,37.27,-100.32,CSV,1994-04-01
,10321355,13.0,1994,June,Tornado,3,0,0,0,5.0,,,,F1,10.0,75.0,,,,,,N,Conyers,,,,,,,CSV,1994-06-01
,10332604,29.0,1994,April,Tornado,0,0,0,0,500.0,0.5,,,F0,2.3,30.0,,,,,,SW,New Haven,,,38.58,-91.23,,,CSV,1994-04-01
,10331880,29.0,1994,April,Tornado,0,0,0,0,0.05,,,,F0,0.2,30.0,,,,,,S,Gainesville,,,36.58,-92.43,,,CSV,1994-04-01
,10333394,31.0,1994,May,Tornado,0,0,0,0,,,,,F0,1.0,50.0,,,,,,N,Hyannis,,,,,,,CSV,1994-05-01
,10333395,31.0,1994,May,Tornado,0,0,0,0,,,,,F0,1.0,50.0,,,,,,W,Hyannis,,,,,,,CSV,1994-05-01
,10318747,8.0,1994,July,Tornado,0,0,0,0,,,,,F0,0.1,10.0,,,,,,NW,Fort Collins,,,,,,,CSV,1994-07-01
